comment,rating,username
"Очень удобный! На данной платформе очень много достойных фильмов и сериалов, оформила подписку достаточно давно и не жалею, наоборот продлеваю ее снова и снова))Звук отменный, качество хорошее, ничего не...  Очень удобно   Не обнаружено ",5,ggghhhFdss
"обожаю эту платформу Платформа для просмотра моих любимых сериалов! Нравится разнообразие жанров и стилей собранных в этом приложении. Можно использовать на различных устройствах, что очень сильно радует. Приложение удобное, интерфейс приятный по цветовой гамме, все работает без провисаний...  удобство, интерфейс   отсутствуют ",4,xoezess
"Идеальный (за свои деньги) сервис для просмотра сериалов и фильмов Коротко. Решил попробовать сервис из-за рекомендации друзей. под мыслей что сервис мог быть фигней, я отдал свои 10 подписку, и если честно - не жалко что я их потратил. Всегда что-то свеженькое, хорошее качество. В...  Свежая подборка фильмов и сериалов, прикольный интерфейс сайта, недорого.  Никаких",5,ivanolo8009
"Очень впечатляет Я воспользовался услугой фильмов и нашел её приятной и увлекательной. Этот сервис позволил мне расслабиться и насладиться хорошими фильмами, которые были разнообразны и интересны. Благодаря этому я смог отвлечься от повседневных проблем и насладиться приятным...  Качество и звук просто впечатляет  Отсутствует",5,Yan7
Любимый онлайн кинотеатр Netflix для меня самый лучший онлайн кинотеатр. Можно найти любые фильмы на свой вкус. И что хорошо там очень легко и удобно. Новинки всегда на главной странице. Я всегда предпочитаю смотреть свои любимые дорамы и...  Легко можно ориентироваться   Я их не вижу,5,Mika Sh
"Потрясающее! Обожаю нетфликс, вообще компанию. Конечно есть некоторые сериалы не оченьские, но в основном очень хороший сбор фильмов/сериалов/аниме/дорам. Кому что нравится, можете все найти...  Хорошее качество!!  Возникали проблемы с подключением, но с экспертом своего дела.",5,brmqnq
"Крутые фильмы и сериалы К данной платформе я пришёл не сразу, но не пожалел, так как мне нравятся фильмы и сериалы от Netflix, а здесь я получил доступ к множеству фильмов и...  Много интересного  Отсутствуют",5,NickRun
"То, что нужно! Интересно и удобно. Само название Netflix говорить должно само за себя. Это очень удобный сервис. Все самое новое интересное и рейтинговое только здесь! Это не реклама, а своё мнение о пользовании 2-х летнем. Тут и сериалы, которые только...  Качество, контент, премиум .  Проблемы в России. Немного дороговато.",4,Frist74
"Netfix"" - стал для меня одним из лучших онлайн-кинотеатров. Netflix"" является одной из лучших платформ. Узнав, что приложение официально стало русскоязычным, я как был очень удивлен и очень счастлив. Во-первых, потому что искали замену онлайн-кинотеатру ""Иви"". Во-вторых, большая часть нашей ""кинотеки"" состояла из проектов...  Удобная, огромный выбор фильмов и сериалов  Нет",5,Dmitriy1996so
"Отлично Смотрим с мужем много фильмов и мультфильмов от нетфликс. Раньше было не интересно, но муж порекомендовал. Попадались интересные фильмы, которые я раньше не...  Нравится   Пока нету",5,Bssa5258
"Мне нравится! Очень удобное приложение. Множество доступных сериалов и фильмов, правда нужно подписаться, но это того стоит. В общем рекомендую. Не нужно сидеть и вспоминать что хотел посмотреть, просто выбрал жанр, пролистал и посмотрел. Тем более все...  Есть что посмотреть по подписке , всегда новинки, любой жанр, удобно искать, удобный интерфейс,  можно выбрать на любых других языках.  Минусы что не все фильмы и сериалы в бесплатном доступе, в доступе старые фильмы которые не очень интересны.",5,Kirayza
"отличное предложение Пользуюсь онлайн-кинотеатром уже больше полгода. Очень удобно, отличные фильмы. Все в отличном качестве. Простой интерфейс. Рекомендую для просмотра фильмов...  очень много плюсов  нет",5,ruzmar2518
"Что у нас на вечер? Суперский онлайн кинотеатр с обширным доступом. Я очень люблю посмотреть сериал вечерочком, тут на любой вкус выбирай что хочешь. К сожалению из-за санкций доступа из РФ нет. Поражает как красиво снято. как переданы те или...  Обширное количество сериалов  нет",5,Alison Lisa
"Очень нравиться Очень нравиться этот сервис и сериалы, которые снимают нетфликс. Им последнего что смотрел ведьмак» второй сезон. Всем рекомендую. Очень легко в...  Очень качественно   Для меня нет минусов ",5,Dubamax
"Самый популярный онлайн кинотеатр Вы можете найти самые новые и популярные фильмы с этого онлайн кинотеатра и посмотреть со всей семьёй! Ещё можете найти сериалы которые сняли именно от этого...  Очень удобный онлайн сайт чтобы посмотреть вчерком с детьми фильмы не входя из дома ! Сидя в диване с горячем кофе или с чаем   Могут быть рекламы и сайт иногда работает медленно это связано с интернетом конечно,мне кажется надо поработать эти минусы, а так не плохой сайт ",5,Zarnigoraa
"Прекрасная платформа Я люблю смотреть разные сериалы и т. п. Знакомые посоветовали онлайн-кинотеатр Netflix. Оформила подписку и не зря. Огромный выбор фильмов, сериалов и мультфильмов. Посмотрела сериал ""Ходячие мертвецы"" качество просто супер, а звук это что-то. Всё...  Качество фильмов   нету",5,Кваи
"Удобное использование и многообразие контента Каждый вечер смотрю сериалы и фильмы в данном онлайн-кинотеатре. Все сериалы, которые я уже посмотрела, наполнены захватывающей эстетикой и интересным сюжетом. Очень нравится, что есть разные подборки, которые помогают выбрать то, что больше подойдёт по...  Удобство, интересные фильмы и сериалы   нет",5,yasashka
"Мне понравилось В целом, Netflix - это отличный выбор для любителей фильмов и сериалов, предлагающий широкий выбор высококачественного контента, удобную навигацию и персонализированные...  Качество видео на Netflix заслуживает похвалы. Они предлагают высокое качество видеостриминга с различными вариантами разрешения, включая HD и Ultra HD, в зависимости от доступного интернет-соединения и устройства, на котором вы смотрите.  Однако, стоит отметить, что каталог Netflix может различаться в разных странах, и некоторые фильмы и сериалы могут быть недоступны в вашем регионе.",5,slZAGIM
"В целом круто В целом, Netflix является популярной и известной платформой для стриминга видеоконтента. Он предлагает широкий выбор контента, удобство использования и высокое качество просмотра. Однако, как и у любой другой платформы, у него есть свои ограничения и...  Оригинальный контент  Платные подписки",5,Best060506
"То что нужно народу Netflix это компания которая выпускает продукт качественный, свежий их проекты это то что нравится обществу и подходит для всех типов зрителя. Что касается данной платформы это удобный доступный и понятный сайт облегчающий и улучшающий доступ...  Удобство, понятное и легкое управление, быстрый доступ   Не имеется",5,Ilya055
"Лучшее что есть. Первое, что бросается в глаза, это обширная коллекция фильмов, сериалов и документальных проектов. От легендарных хитов до уникальных инди-проектов – здесь каждый найдет что-то, что зацепит его воображение. И то, как Netflix группирует контент по...  Тут одни плюсы во всём.  Их для меня нет.",5,thears
"Очень нравится Почти 3 года пользуюсь подпиской, там очень много фильмов и сериалов. Всегда выходит очень много фильмов и сериалов очень сильно нравится смотреть хорошее качество. Звук тоже хороший во всех фильмах. Очень сильно нравится И очень...  Все нравится   Нет минусов ",4,sofiadavidan34
"Интересные фильмы и сериалы Наверное многим Netflix очень нравится, как и мне. Здесь можно найти фильмы и сериалы на любой вкус ( от ужасов до мелодрам) Здесь можно выбрать три категории оплаты за подписку: Базик, Стандарт и Премиум. Я...  Качество, озвучка, удобный формат кинотеатра  Нет",5,Dina1406
"Лучшее. Считаю, наверное, что это лучший из кинотеатров. Фильмов много, причём любимых, озвучка у них тоже отпад! Нетфликс каждый раз радует новыми...  Удобно, минимум рекламы.  Не нашла.",5,Kieran4627
"Netflix предоставляет широкий выбор кино и сериалов для потребителей, что делает его наиболее популярным сервисов. Очень довольна сервисом Netflix! Огромный выбор фильмов и сериалов, всегда есть что посмотреть. Удобный интерфейс, легко найти нужное, быстро загружается. Мне нравится, что можно создавать списки просмотра и продолжать просмотр с того места, где остановилась...  огромный выбор сериалов и фильмов  есть возможность скачивать фильмы   не замечала ",5,Nastyukhinskaya
"Если говорить или писать кратко , то это однозначно любовь )) NETFLIX привлёк одним из очень интересных сериалов «Бумажный дом» и ещё одним не менее интересным фильмом «Люпен» однозначно рекомендую к просмотру. После просмотра этих фильмов, netflix стал просто любимым онлайн-кинотеатром нашей семьи...  Множество фильмов и сериалов , разнообразие , качество потрясное   Не нашла ",5,Ali0707
"Очень клёвое приложение Пользуюсь этим приложением уже год, и особо впечатления этим приложением много курить фильмов и сериалов, ну есть один минус иногда забываю отключили автоплатеж и списываются...  Очень хорошее приложение   Автоплатеж",4,Rafarq
"Лучшая платформа с фильмами и тд! Я недавно начал пользоваться Netflix и уже могу сказать, что это одно из лучших приложений для просмотра фильмов и сериалов. Огромный выбор контента, возможность создавать свои списки любимых фильмов и сериалов, а также удобный интерфейс...  Очень удобная и понятная  тяжело пользоваться в России",5,Кирилл 3131
"Крайне негативное Расиссткий сервис, который ничего хорошего не выпустил и не выпустит, сугубо пропаганда западных ценностей и ненависти к славянским народам. Не качественный кинематограф если очень...  Никаких  Разжигание ненависти к славянским народам",1,Krisltall1
"Netflix - это отличный онлайн-кинотеатр Как мужчина, я могу сказать, что Netflix - это отличный онлайн-кинотеатр, который предлагает огромное количество фильмов и сериалов на любой вкус. Я вполне доволен этим сервисом и могу рекомендовать его всем, кто любит смотреть фильмы...  Удобный интерфейс   Ушел из России  ",4,vova911
Я фанатка Здравствуйте читали отзовика. Я давный фанатка Netflix. Их сериалы фильмы и мультфильмы превосходят мои ожидания чаще всего. Так же мне нравится создатели не забывают о коротких сериалах и делают их захватывающими. Одним словом...  Новики  Нет нет нет,5,Romshca
"Не доволен Большинство интересующих меня сериалов идут на английском языке с русскими субтитрами. За что тогда платить такие суммы? Проще скачать сериал на торенте или посмотреть онлайн, по крайней мере будет с русской озвучкой. Лично мне такой...  Удобный интерфейс  Нет русского перевода у многих сериалов",3,Suetin
"Простой в использовании Очень удобный в использовании, огромнейшая библиотека фильмов и сериалов, отличный проигрыватель со всеми нужными функциями, Хорошее качество звука и...  Удобно и просто  Не обнаружил ",5,Nutsik98
"Топ Идеальный сайт, чтоб отлично провести время, всем советую, нету никаких лагов и проблем, очень удобный интерфейс, буду дальше смотреть фильмы и...  Очень удобный интерфейс, ничего не лагает, всем могу уверенно посоветовать Netflix!  Конечно минусы есть в каждом приложении, но в этом я не нашёл абсолютно никаких",5,Dmitriy9119
Идеальное решение Очень удобный кинотеатр. Можно посмотреть все новинки интересных сериалов. Качество изображения и звук на высоте. Пока не нашла более подходящего для меня...  Качество  Не обнаружила ,5,Dinasdivana
"Отличный сервис для просмотра фильмов. Очень хорошие, качественные фильмы и сериалы можно смотреть на данном сервисе. Большой выбор фильмов и сериалов разного жанра. Для детей также большой выбор для...  Качество,увлекательно   Нет",5,dgonny2212
"Очень рада подпиской Уже год как подписана и всё никак не могу нарадоваться. Смотрю сериалы только так. Минусов пока за это время не нашла, кроме одного залипаю в нем каждую свободную минуту. Все сериалы доступны. Рекомендую к приобретению...  Все работает хорошо   Нету",5,AlinaDan
"Очень удобный и простой кинотеатр Решил попробовать новый кинотеатр Netflix который набирал популярность. Скачал и сразу же купил подписку, на моё удивление она не так дорого стоила. Работает отлично без всяких проблем, советую...  Недорогая подписка, одобный в использование, огромное количество фильмов и сериалов и не только  Минусов нет",5,Shskagshd
"Удобный, разнообразный, качественный, легкий доступ, оригинальные контенты. Отличный, удобный, обширный выбор фильмов и сериалов. Качество видео на высоком уровне. Легкая навигация и персонализированные рекомендации. Возможность смотреть контент в любое удобное время. Некоторые могут найти ограниченный выбор местных или старых...  Возможность просмотра на различных устройствах, высокое качество видио и звука. Доступность сериалов.   Платная подписка, ограниченное наличие контента, зависимость от интернет-соединения, региональные ограничения, не все фильмы в оригинальной озвучке.",4,Uzer77
"Отличный сервис, предназначенный для просмотра фильмов и сериалов Замечательная платформа для просмотра фильмов и сериалов. Что сподвигло на приобретение подписки, так это то, что Netflix является самым знаменитый онлайн-кинотеатр. Во-вторых, качество сериалов на высшем уровне (сама картинка и звук). В-третьих, всем предлагается возможность...  Хороший звук, отличная картинка и качество. Удобный интерфейс и профессиональный перевод.    Не обнаружено",5,aaneego
"Удобно, хороший интерфейс и цена подписки Отличный сервис для просмотра видео-контента Хорошее качество видео и звука. Большинство новинок в 4к качестве Я считаю, что самый известный онлайн-кинотеатр, красивый удобный интерфейс и качество...  Высококачественная оригинальная озвучка  Отличное приложение и функции  Автономная загрузка на мобильных устройствах  Нет",4,1shelk
"Хороший сайт. Самый лучший сайт для просмотра фильмов, никогда не тормозит, всегда все ярко и интересно. Неплохая цена, и отличная работа да свою...  Не тормозит.  Мало рекламы.  Хороший звук.  Хорошая передача цветов.  Отличная цена для подписки данного сервиса.    Единственное,что можно считать за минус,это то,что только по подписке,можно смотреть фильмы без интернета.",5,tsvetkova988
"Очень классное приложение для просмотра фильмов и мультфильмов. Мне очень понравился это приложение. В приложении очень хорошое качество. Есть все фильмы и мультфильмы, которые я искала. Всегда смотрю с семьёй и друзьями. Хорошо что я узнала об этом...  Очень классное качество.  Минусов нет.",5,Syzmnckn
"Хорошее приложение Мне нравится приложение. Очень много интересных проектов. Очень люблю дорамы от Netflix. Очень хорошая графика, звук, интересные сюжеты. Советую для...  Хорошая графика, звук  Их нет ",5,MinSaen
"Инновационный и разнообразный. Один из самых важных аспектов Netflix - это его удобство. Я могу смотреть фильмы и сериалы на любом устройстве - телевизоре, компьютере или смартфоне. Это действительно удобно для просмотра в пути.  Плюсы: широкий выбор контента, персонализированные рекомендации, удобство использования на разных устройствах, собственные качественные сериалы.     Минусы: ограничения в доступе к некоторым контентам, высокая стоимость подписки, зависимость от интернет-соединения.",5,Artiommss
отлично Netflix - это рай для киноманов Огромный выбор фильмов и сериалов в отличном качестве. Интуитивно понятный интерфейс и удобные функции делают просмотр еще приятнее. Рекомендую...  Огромный выбор фильмов и сериалов  нету,5,ftegin
"Топ! Интересные сериалы, фильмы, интервью на множестве языков. За 10$ в месяц ничего лучше не найдёшь. Качество видеоконтента так же божественное. Вытеснил все остальные сервисы с моего телевизора. 90% всего контента смотрю...  Огромный выбор контента  Не обнаружил",5,lichinus
"Удобный Когда-то оформлял подписку на Netflix, потом забыл о ней из-за болезни Долго думал покупать ли подписку на Нетфликс, ведь она стоит не маленьких денег, но все таки решился и не...  Организации сайта   Нет",5,Nilufar01
"Без любви не бывает фильмов! Данная платформа позволяет наслаждаться любимыми сериалами и совсем не важно где ты находишься, дома, на работе, в поездке. Всем известно, что сюжет того или иного фильма, или сериала может затянуть, выдернуть из рутинной, обыденной жизни...  Доступность   Их нет",5,Алексей2727
"Netflikx -это любовь с первого взгляда Пару лет назад, наткнулась на этот замечательный сайт, где просто уйма крутого и нового контента ! Лучшие сериалы, фильмы, мультфильмы, аниме, все собранно в одном месте ) Шикарное качество и звук, много новинок и достойных...  Много и заслуженно   Нет ",5,Mara morskaya
"Один из лучших киноплощадок Нариканий нет. Много топовых сериалов и фильмов, по моему вкусу (бумажный дом, последний танец, очень страшные дела и тд., перечислять могу много) Удобный интерфейс. Приоритет именно эта...  Много крутых сериалов.  Не замечено",5,gavrilovaalisa
"Рекомендую к просмотру! Я недавно начал использовать Netflix и уже могу сказать, что это один из лучших стриминговых сервисов! Качество видео и звука на высоте, а выбор фильмов и сериалов просто огромен. Особенно мне понравились сериалы Очень странные...  Очень классные фильмы и сериалы  Не все фильмы и сериалы есть в русской озвучке",4,Andrei868
"отличная платформа! Отличный онлайн кинотеатр! Хорошая картинка, звук, множество фильмов и сериалов! Люблю на выходных засесть и посмотреть сериалы, очень легко находить все! Есть все на любой вкус! Качество...  звук, на лютой вкус!  не нашла",5,SAMOS278 IJSKX
"Нравится Купили телевизор с нетфлех довольно Нравится это приложение, можно смотреть любой фильм хорошем качестве и самое главное для меня любое...  Легко всё найти  Нет",5,Amina73
"рекомендую Обожаю Нетфликс) Он славится первую очередь количеством проектов, которые выходят на их сервисе. Они создают сотни фильмов и сериалов в год, стараясь завлечь как можно больше подписчиков, а это огромный...  + Очень большое разнообразие фильмов,сериалов и т.п  +Отличное качество звука и самого изображения     -Не везде есть перевод",5,blublade
"Хороший кинотеатр Нравится что много фильмов и сериалов можно посмотреть в хорошем качестве и на другом языке, качество на высшем уровне, пользуюсь это площадкой не больше года, радует что можно смотреть и с телефона и телевизора, нравятся...  Много контента для просмотра, можно смотреть в отличном качестве, много разных сериалов и фильмов, хорошее качество звука   Пока не нашла",5,Lubovkovalcuk78
Когда мне было очень плохо этот сайт вытащил меня от разных ситуаций. Я никогда за свои 32 года не смотрела сериалы но в моей жизни наступил такой период когда мне нужно было срочно отвлечься и я решила оформить подписку на этот сайт и не пожалела теперь раз...  Качество сериалов не портится  Затягивает,5,Хадиджа1
"Приятного просмотра Очень люблю Netflix. Отличное качество изображение, чистый звук, перевод не мешает воспринимать сюжет ... Последние новинки можно найти именно...  Во всем  Нет",5,МарияЛе
"крутая платформа для просмотра фильма Очень классные фильмы, внутри платформы netflix. Заканчиваю смотреть один фильм, начинаю уже новый. Весь мой день проходит в нетфликс. Забываю про работу и учебу когда захожу в...  одни из самых крутых фильмов именно здесь  их вообще нету ",5,бабки8888
"хорошее приложение с большим количеством фильмов, смотрю фильмы там часто, отличное качество, перевод не тормозит Отличный сайт для просмотра фильмов и сериалов, подходит для всех возрастов, на любой вкус. Картинка не тормозит, перевод хороший без...  Качество звука, качество картинки, большой выбор фильмов и сериалов. Подходит для всех возрастов, быстрая загрузка не тормозит  Нет минусов, одни плюсы. Всегда все хорошо грузит, без тормозов, картинка не тормозит, звук хороший",5,ryshana1listru
"Это платформа для молодежи Мне очень сильно нравится эта платформа потому что, на ней есть почти что всё новомодные фильмы и сериалы и всегда советую эту платформу друзьям, и...  Плюс в том что там есть все  Минусов нет",5,Matveygg
"Очень удобный кинотеатр для просмотра фильмов Очень удобный кинотеатр для просмотра фильмов, очень дешёвые подписки, есть наличие фильмов о которых я никогда не слышал, мне очень нравится, и вам советую пользоваться...  Удобно и оегко  Нет",5,Ilia15
"Очень крутое приложение. Очень удобное, всегда есть что посмотреть, на любые жанры, также много рекомендаций, и новых фильмов. Так же есть на неделю бесплатная подписка. Это очень...  Удобный в пользовании,удобно смотреть ,рекомендаций много, если ты посмотрел один фильм тебе предлагают похожие и это очень круто.  Некоторые фильм или сериалы платные из-за этого минус ,не работает без интернета. ",5,Daria 2066
"Много фильмов на любые предпочтения. Хорошое приложение простой интерфейс, есть пробная версия на 30 дней, что бы понять покупать подписку или нет, много разнообразного жанра, на все вкусы, можно смотреть на любом устройстве, так же в этом приложении нет рекламы...  Много жанров, нет рекламы, есть пробный период на 30 дней,простой интерфейс,   можно скачивать фильмы.    Единственное, что хочется сказать редко выходят новинки.",5,MariSt69
"Лютое приложение что бы позалипать всю оставшуюся жизнь Купил подписку, сидел думал, так и забыл что хотел глянуть, через 2 года глянул и не вспомнил, подходит сестра говорит что я идиот, и я всё вспоминаю за милисекунду, спасибо приложению за то что можно...  Большой ассортимент всего, начиная от фильмов, заканчивая аниме  Не нашел ",5,sofias319
"Хорошее Мне очень нравится этот сайт, для просмотра фильмов, каждый день пользуюсь им! Мало рекламы, и большой выбор сериалов! Смотрим всей семьей, дети в...  Мало рекламы, большой выбор фильмов, сериалов и мультфильмов, все очень понятно, по по подписке можно смотреть без ограничений.   Минусов нет, многообразие,  мне очень нравится,  если можно было бы поставить 10 звёзд, то поставила бы",5,ValeriaHekko
"Удовлетворительное Пользовался разными кино-сервисами, пытался найти самый удобный и качественный В итоге после короткого исполтзования этого приложения понял, что это то что нужно. Простая регистрация, удобство использования и куча классных фильмов на любой вкус. Немного долго...  Простая регистрация  Удобство использования  Классный дизайн  Оптимизация на уровне  Нет",5,LurMiss
"Интересный Очень интересные фильмы. Всегда новые и новые фильмы и сериалы. Бесплатно можно посмотреть любой фильм. Всегда пользуюсь этой компанией. Помню каждый фильм что смотрела здесь и не разу не разочаровалась в каком либо не качестве...  Качественный контент, хорошее качество фильма, интересные фильмы, бесплатный просмотр.   Допустима реклама ",5,Loginotrabota
"Нетфликс один из лучших онлайн кинотеатров я выбираюсь Нетфликс и очень люблю этот онлайн кинотеатр. Мне нравится что там множество выбора сериалов, фильмов и аниме. Небольшая цена за подписку и смотреть одно...  удобен, большой выбор просмотра  платная подпискс",5,qwertycvb
"классный! Фильмы, сериалы, подкасты на каждый день и настроение. обожаю смотреть сериалы, но иногда бывает сложно найти что-то похожее на то, что мне когда-то понравилось, но тут есть подборка по тем жанрам, что я смотрела ранее...  Можно настроить фильмы на определённый язык Разнообразие выбора.   не нашла",5,Pupull
"Хорошо Хорошее приложение, удобно в использовании. Много фильмов и сериалов в хорошем качестве картинки и звука, смотрю с удовольствием. Есть с русским переводом...  Использую в любом месте  нет",5,koleinailya
"Классный Сервис отлично подойдет для всей семьи. Много разного качественного контента, достаточно удобный интерфейс, приятный на глаз. Много фильмов и сериалов выпускают каждый год и месяц. Очень много премьер, которые бьют рекорды. Сервис который действительно заслуживает...  Удобно,красиво,недорого  Их нет, сайт легенда",5,emonki200
"Восторг Не перестаю удивляться насколько крутая компания, имеющая свою политику, свои ""идеалы"". Всегда интересно смотреть и ждать развязки, ведь она всегда непредсказуема. Такое количество идей... Просто здОрова, молодцы. Очень люблю фильмы и сериалы производства Netflix. Всегда...  Качество звука и видео  Объем и разнообразие контента  Удобный интерфейс   Для себя не нашла",5,TatalvovnaG
Онлайн кинотеатр нетфликс хороший и качественный Онлайн кинотеатр нетфликс лучший! Там только самые лучшие и качественные фильмы! Я в восторге! Постоянно смотрю там фильмы. Все...  Качественные фильмы  Надо платить за подписку,5,Злата1984
"Оригинальность Нетфликс лучший среди ""документальщиков"", снимают классные и захватывающие фильмы и сериалы. Регулярно пользуюсь данным сервисом, широкий простор для выбора просмотра на досуге, как одному, так и в семье, под любую...  Оригинальный  Не обнаружено",5,Я Артёмка
"Всегда есть,что посмотреть Здавствуйте! Нетфликс всегда удивляет тем, что выпускает, неожиданно выходят фильмы и сериалы, классно снятые. Всё время смотрю Нетфликс и мне так нравится качество съёмки, подбор актеров, сюжеты, основы на реальных событиях. Другие платформы с фильмамы...  Качество съёмки   минусов нет!!",4,pppzzz27
"Очень удобная платформа! Давно пользуюсь данной платформой, никакие проблемы с качеством картинки не были. Всем рекомендую данный сервис, жаль что есть проблемы с просмотром в некоторых...  Качество, скорость, вариативность, эксклюзивы  Подписка",5,Pavel2032
"Интересные Смотрела много сериалов и фильмов, все понравились. Ребята молодцы конечно, получили столько наград... Рекомендую посмотреть бумажный дом, захватывающий сюжет, смотрела на одном дыхании. Актеры подобранны идеально...  одни плюсы только   нет",5,Ulyana39
"Пользовался пару месяцев, все понравилось, единственное дороговато! Впервые в жизни покупал подписку на онлайн кинотеатр, получилось спонтанно, потому что стоимость первого месяца была всего 1. Начали смотреть с женой сериал Бумажный дом, само собой за 1 месяц его не успели посмотреть, пришлось...  Легкий поиск фильмов и сериалов, огромная база, практически все что искал- находил!   Для меня лично, дорогая подписка! ",5,Glebati18
